state_county_fips,state,county
101001,Alabama,Autauga County
101003,Alabama,Baldwin County
101005,Alabama,Barbour County
101007,Alabama,Bibb County
101009,Alabama,Blount County
101011,Alabama,Bullock County
101013,Alabama,Butler County
101015,Alabama,Calhoun County
101017,Alabama,Chambers County
101019,Alabama,Cherokee County
101021,Alabama,Chilton County
101023,Alabama,Choctaw County
101025,Alabama,Clarke County
101027,Alabama,Clay County
101029,Alabama,Cleburne County
101031,Alabama,Coffee County
101033,Alabama,Colbert County
101035,Alabama,Conecuh County
101037,Alabama,Coosa County
101039,Alabama,Covington County
101041,Alabama,Crenshaw County
101043,Alabama,Cullman County
101045,Alabama,Dale County
101047,Alabama,Dallas County
101049,Alabama,DeKalb County
101051,Alabama,Elmore County
101053,Alabama,Escambia County
101055,Alabama,Etowah County
101057,Alabama,Fayette County
101059,Alabama,Franklin County
101061,Alabama,Geneva County
101063,Alabama,Greene County
101065,Alabama,Hale County
101067,Alabama,Henry County
101069,Alabama,Houston County
101071,Alabama,Jackson County
101073,Alabama,Jefferson County
101075,Alabama,Lamar County
101077,Alabama,Lauderdale County
101079,Alabama,Lawrence County
101081,Alabama,Lee County
101083,Alabama,Limestone County
101085,Alabama,Lowndes County
101087,Alabama,Macon County
101089,Alabama,Madison County
101091,Alabama,Marengo County
101093,Alabama,Marion County
101095,Alabama,Marshall County
101097,Alabama,Mobile County
101099,Alabama,Monroe County
101101,Alabama,Montgomery County
101103,Alabama,Morgan County
101105,Alabama,Perry County
101107,Alabama,Pickens County
101109,Alabama,Pike County
101111,Alabama,Randolph County
101113,Alabama,Russell County
101115,Alabama,St. Clair County
101117,Alabama,Shelby County
101119,Alabama,Sumter County
101121,Alabama,Talladega County
101123,Alabama,Tallapoosa County
101125,Alabama,Tuscaloosa County
101127,Alabama,Walker County
101129,Alabama,Washington County
101131,Alabama,Wilcox County
101133,Alabama,Winston County
102013,Alaska,Aleutians East Borough
102016,Alaska,Aleutians West Census Area
102020,Alaska,Anchorage Borough
102050,Alaska,Bethel Census Area
102060,Alaska,Bristol Bay Borough
102068,Alaska,Denali Borough
102070,Alaska,Dillingham Census Area
102090,Alaska,Fairbanks North Star Borough
102100,Alaska,Haines Borough
102110,Alaska,Juneau Borough
102122,Alaska,Kenai Peninsula Borough
102130,Alaska,Ketchikan Gateway Borough
102150,Alaska,Kodiak Island Borough
102164,Alaska,Lake and Peninsula Borough
102170,Alaska,Matanuska-Susitna Borough
102180,Alaska,Nome Census Area
102185,Alaska,North Slope Borough
102188,Alaska,Northwest Arctic Borough
102201,Alaska,Prince of Wales-Outer Ketchikan Census Area
102220,Alaska,Sitka Borough
102231,Alaska,Skagway-Yakutat-Angoon Census Area
102232,Alaska,Skagway-Hoonah-Angoon Census Area
102240,Alaska,Southeast Fairbanks Census Area
102261,Alaska,Valdez-Cordova Census Area
102270,Alaska,Wade Hampton Census Area
102280,Alaska,Wrangell-Petersburg Census Area
102282,Alaska,Yakutat Borough
102290,Alaska,Yukon-Koyukuk Census Area
104001,Arizona,Apache County
104003,Arizona,Cochise County
104005,Arizona,Coconino County
104007,Arizona,Gila County
104009,Arizona,Graham County
104011,Arizona,Greenlee County
104012,Arizona,La Paz County
104013,Arizona,Maricopa County
104015,Arizona,Mohave County
104017,Arizona,Navajo County
104019,Arizona,Pima County
104021,Arizona,Pinal County
104023,Arizona,Santa Cruz County
104025,Arizona,Yavapai County
104027,Arizona,Yuma County
105001,Arkansas,Arkansas County
105003,Arkansas,Ashley County
105005,Arkansas,Baxter County
105007,Arkansas,Benton County
105009,Arkansas,Boone County
105011,Arkansas,Bradley County
105013,Arkansas,Calhoun County
105015,Arkansas,Carroll County
105017,Arkansas,Chicot County
105019,Arkansas,Clark County
105021,Arkansas,Clay County
105023,Arkansas,Cleburne County
105025,Arkansas,Cleveland County
105027,Arkansas,Columbia County
105029,Arkansas,Conway County
105031,Arkansas,Craighead County
105033,Arkansas,Crawford County
105035,Arkansas,Crittenden County
105037,Arkansas,Cross County
105039,Arkansas,Dallas County
105041,Arkansas,Desha County
105043,Arkansas,Drew County
105045,Arkansas,Faulkner County
105047,Arkansas,Franklin County
105049,Arkansas,Fulton County
105051,Arkansas,Garland County
105053,Arkansas,Grant County
105055,Arkansas,Greene County
105057,Arkansas,Hempstead County
105059,Arkansas,Hot Spring County
105061,Arkansas,Howard County
105063,Arkansas,Independence County
105065,Arkansas,Izard County
105067,Arkansas,Jackson County
105069,Arkansas,Jefferson County
105071,Arkansas,Johnson County
105073,Arkansas,Lafayette County
105075,Arkansas,Lawrence County
105077,Arkansas,Lee County
105079,Arkansas,Lincoln County
105081,Arkansas,Little River County
105083,Arkansas,Logan County
105085,Arkansas,Lonoke County
105087,Arkansas,Madison County
105089,Arkansas,Marion County
105091,Arkansas,Miller County
105093,Arkansas,Mississippi County
105095,Arkansas,Monroe County
105097,Arkansas,Montgomery County
105099,Arkansas,Nevada County
105101,Arkansas,Newton County
105103,Arkansas,Ouachita County
105105,Arkansas,Perry County
105107,Arkansas,Phillips County
105109,Arkansas,Pike County
105111,Arkansas,Poinsett County
105113,Arkansas,Polk County
105115,Arkansas,Pope County
105117,Arkansas,Prairie County
105119,Arkansas,Pulaski County
105121,Arkansas,Randolph County
105123,Arkansas,St. Francis County
105125,Arkansas,Saline County
105127,Arkansas,Scott County
105129,Arkansas,Searcy County
105131,Arkansas,Sebastian County
105133,Arkansas,Sevier County
105135,Arkansas,Sharp County
105137,Arkansas,Stone County
105139,Arkansas,Union County
105141,Arkansas,Van Buren County
105143,Arkansas,Washington County
105145,Arkansas,White County
105147,Arkansas,Woodruff County
105149,Arkansas,Yell County
106001,California,Alameda County
106003,California,Alpine County
106005,California,Amador County
106007,California,Butte County
106009,California,Calaveras County
106011,California,Colusa County
106013,California,Contra Costa County
106015,California,Del Norte County
106017,California,El Dorado County
106019,California,Fresno County
106021,California,Glenn County
106023,California,Humboldt County
106025,California,Imperial County
106027,California,Inyo County
106029,California,Kern County
106031,California,Kings County
106033,California,Lake County
106035,California,Lassen County
106037,California,Los Angeles County
106039,California,Madera County
106041,California,Marin County
106043,California,Mariposa County
106045,California,Mendocino County
106047,California,Merced County
106049,California,Modoc County
106051,California,Mono County
106053,California,Monterey County
106055,California,Napa County
106057,California,Nevada County
106059,California,Orange County
106061,California,Placer County
106063,California,Plumas County
106065,California,Riverside County
106067,California,Sacramento County
106069,California,San Benito County
106071,California,San Bernardino County
106073,California,San Diego County
106075,California,San Francisco County
106077,California,San Joaquin County
106079,California,San Luis Obispo County
106081,California,San Mateo County
106083,California,Santa Barbara County
106085,California,Santa Clara County
106087,California,Santa Cruz County
106089,California,Shasta County
106091,California,Sierra County
106093,California,Siskiyou County
106095,California,Solano County
106097,California,Sonoma County
106099,California,Stanislaus County
106101,California,Sutter County
106103,California,Tehama County
106105,California,Trinity County
106107,California,Tulare County
106109,California,Tuolumne County
106111,California,Ventura County
106113,California,Yolo County
106115,California,Yuba County
108001,Colorado,Adams County
108003,Colorado,Alamosa County
108005,Colorado,Arapahoe County
108007,Colorado,Archuleta County
108009,Colorado,Baca County
108011,Colorado,Bent County
108013,Colorado,Boulder County
108015,Colorado,Chaffee County
108017,Colorado,Cheyenne County
108019,Colorado,Clear Creek County
108021,Colorado,Conejos County
108023,Colorado,Costilla County
108025,Colorado,Crowley County
108027,Colorado,Custer County
108029,Colorado,Delta County
108031,Colorado,Denver County
108033,Colorado,Dolores County
108035,Colorado,Douglas County
108037,Colorado,Eagle County
108039,Colorado,Elbert County
108041,Colorado,El Paso County
108043,Colorado,Fremont County
108045,Colorado,Garfield County
108047,Colorado,Gilpin County
108049,Colorado,Grand County
108051,Colorado,Gunnison County
108053,Colorado,Hinsdale County
108055,Colorado,Huerfano County
108057,Colorado,Jackson County
108059,Colorado,Jefferson County
108061,Colorado,Kiowa County
108063,Colorado,Kit Carson County
108065,Colorado,Lake County
108067,Colorado,La Plata County
108069,Colorado,Larimer County
108071,Colorado,Las Animas County
108073,Colorado,Lincoln County
108075,Colorado,Logan County
108077,Colorado,Mesa County
108079,Colorado,Mineral County
108081,Colorado,Moffat County
108083,Colorado,Montezuma County
108085,Colorado,Montrose County
108087,Colorado,Morgan County
108089,Colorado,Otero County
108091,Colorado,Ouray County
108093,Colorado,Park County
108095,Colorado,Phillips County
108097,Colorado,Pitkin County
108099,Colorado,Prowers County
108101,Colorado,Pueblo County
108103,Colorado,Rio Blanco County
108105,Colorado,Rio Grande County
108107,Colorado,Routt County
108109,Colorado,Saguache County
108111,Colorado,San Juan County
108113,Colorado,San Miguel County
108115,Colorado,Sedgwick County
108117,Colorado,Summit County
108119,Colorado,Teller County
108121,Colorado,Washington County
108123,Colorado,Weld County
108125,Colorado,Yuma County
109001,Connecticut,Fairfield County
109003,Connecticut,Hartford County
109005,Connecticut,Litchfield County
109007,Connecticut,Middlesex County
109009,Connecticut,New Haven County
109011,Connecticut,New London County
109013,Connecticut,Tolland County
109015,Connecticut,Windham County
110001,Delaware,Kent County
110003,Delaware,New Castle County
110005,Delaware,Sussex County
111001,District of Columbia,District of Columbia
112001,Florida,Alachua County
112003,Florida,Baker County
112005,Florida,Bay County
112007,Florida,Bradford County
112009,Florida,Brevard County
112011,Florida,Broward County
112013,Florida,Calhoun County
112015,Florida,Charlotte County
112017,Florida,Citrus County
112019,Florida,Clay County
112021,Florida,Collier County
112023,Florida,Columbia County
112025,Florida,Dade County
112027,Florida,DeSoto County
112029,Florida,Dixie County
112031,Florida,Duval County
112033,Florida,Escambia County
112035,Florida,Flagler County
112037,Florida,Franklin County
112039,Florida,Gadsden County
112041,Florida,Gilchrist County
112043,Florida,Glades County
112045,Florida,Gulf County
112047,Florida,Hamilton County
112049,Florida,Hardee County
112051,Florida,Hendry County
112053,Florida,Hernando County
112055,Florida,Highlands County
112057,Florida,Hillsborough County
112059,Florida,Holmes County
112061,Florida,Indian River County
112063,Florida,Jackson County
112065,Florida,Jefferson County
112067,Florida,Lafayette County
112069,Florida,Lake County
112071,Florida,Lee County
112073,Florida,Leon County
112075,Florida,Levy County
112077,Florida,Liberty County
112079,Florida,Madison County
112081,Florida,Manatee County
112083,Florida,Marion County
112085,Florida,Martin County
112087,Florida,Monroe County
112089,Florida,Nassau County
112091,Florida,Okaloosa County
112093,Florida,Okeechobee County
112095,Florida,Orange County
112097,Florida,Osceola County
112099,Florida,Palm Beach County
112101,Florida,Pasco County
112103,Florida,Pinellas County
112105,Florida,Polk County
112107,Florida,Putnam County
112109,Florida,St. Johns County
112111,Florida,St. Lucie County
112113,Florida,Santa Rosa County
112115,Florida,Sarasota County
112117,Florida,Seminole County
112119,Florida,Sumter County
112121,Florida,Suwannee County
112123,Florida,Taylor County
112125,Florida,Union County
112127,Florida,Volusia County
112129,Florida,Wakulla County
112131,Florida,Walton County
112133,Florida,Washington County
113001,Georgia,Appling County
113003,Georgia,Atkinson County
113005,Georgia,Bacon County
113007,Georgia,Baker County
113009,Georgia,Baldwin County
113011,Georgia,Banks County
113013,Georgia,Barrow County
113015,Georgia,Bartow County
113017,Georgia,Ben Hill County
113019,Georgia,Berrien County
113021,Georgia,Bibb County
113023,Georgia,Bleckley County
113025,Georgia,Brantley County
113027,Georgia,Brooks County
113029,Georgia,Bryan County
113031,Georgia,Bulloch County
113033,Georgia,Burke County
113035,Georgia,Butts County
113037,Georgia,Calhoun County
113039,Georgia,Camden County
113043,Georgia,Candler County
113045,Georgia,Carroll County
113047,Georgia,Catoosa County
113049,Georgia,Charlton County
113051,Georgia,Chatham County
113053,Georgia,Chattahoochee County
113055,Georgia,Chattooga County
113057,Georgia,Cherokee County
113059,Georgia,Clarke County
113061,Georgia,Clay County
113063,Georgia,Clayton County
113065,Georgia,Clinch County
113067,Georgia,Cobb County
113069,Georgia,Coffee County
113071,Georgia,Colquitt County
113073,Georgia,Columbia County
113075,Georgia,Cook County
113077,Georgia,Coweta County
113079,Georgia,Crawford County
113081,Georgia,Crisp County
113083,Georgia,Dade County
113085,Georgia,Dawson County
113087,Georgia,Decatur County
113089,Georgia,DeKalb County
113091,Georgia,Dodge County
113093,Georgia,Dooly County
113095,Georgia,Dougherty County
113097,Georgia,Douglas County
113099,Georgia,Early County
113101,Georgia,Echols County
113103,Georgia,Effingham County
113105,Georgia,Elbert County
113107,Georgia,Emanuel County
113109,Georgia,Evans County
113111,Georgia,Fannin County
113113,Georgia,Fayette County
113115,Georgia,Floyd County
113117,Georgia,Forsyth County
113119,Georgia,Franklin County
113121,Georgia,Fulton County
113123,Georgia,Gilmer County
113125,Georgia,Glascock County
113127,Georgia,Glynn County
113129,Georgia,Gordon County
113131,Georgia,Grady County
113133,Georgia,Greene County
113135,Georgia,Gwinnett County
113137,Georgia,Habersham County
113139,Georgia,Hall County
113141,Georgia,Hancock County
113143,Georgia,Haralson County
113145,Georgia,Harris County
113147,Georgia,Hart County
113149,Georgia,Heard County
113151,Georgia,Henry County
113153,Georgia,Houston County
113155,Georgia,Irwin County
113157,Georgia,Jackson County
113159,Georgia,Jasper County
113161,Georgia,Jeff Davis County
113163,Georgia,Jefferson County
113165,Georgia,Jenkins County
113167,Georgia,Johnson County
113169,Georgia,Jones County
113171,Georgia,Lamar County
113173,Georgia,Lanier County
113175,Georgia,Laurens County
113177,Georgia,Lee County
113179,Georgia,Liberty County
113181,Georgia,Lincoln County
113183,Georgia,Long County
113185,Georgia,Lowndes County
113187,Georgia,Lumpkin County
113189,Georgia,McDuffie County
113191,Georgia,McIntosh County
113193,Georgia,Macon County
113195,Georgia,Madison County
113197,Georgia,Marion County
113199,Georgia,Meriwether County
113201,Georgia,Miller County
113205,Georgia,Mitchell County
113207,Georgia,Monroe County
113209,Georgia,Montgomery County
113211,Georgia,Morgan County
113213,Georgia,Murray County
113215,Georgia,Muscogee County
113217,Georgia,Newton County
113219,Georgia,Oconee County
113221,Georgia,Oglethorpe County
113223,Georgia,Paulding County
113225,Georgia,Peach County
113227,Georgia,Pickens County
113229,Georgia,Pierce County
113231,Georgia,Pike County
113233,Georgia,Polk County
113235,Georgia,Pulaski County
113237,Georgia,Putnam County
113239,Georgia,Quitman County
113241,Georgia,Rabun County
113243,Georgia,Randolph County
113245,Georgia,Richmond County
113247,Georgia,Rockdale County
113249,Georgia,Schley County
113251,Georgia,Screven County
113253,Georgia,Seminole County
113255,Georgia,Spalding County
113257,Georgia,Stephens County
113259,Georgia,Stewart County
113261,Georgia,Sumter County
113263,Georgia,Talbot County
113265,Georgia,Taliaferro County
113267,Georgia,Tattnall County
113269,Georgia,Taylor County
113271,Georgia,Telfair County
113273,Georgia,Terrell County
113275,Georgia,Thomas County
113277,Georgia,Tift County
113279,Georgia,Toombs County
113281,Georgia,Towns County
113283,Georgia,Treutlen County
113285,Georgia,Troup County
113287,Georgia,Turner County
113289,Georgia,Twiggs County
113291,Georgia,Union County
113293,Georgia,Upson County
113295,Georgia,Walker County
113297,Georgia,Walton County
113299,Georgia,Ware County
113301,Georgia,Warren County
113303,Georgia,Washington County
113305,Georgia,Wayne County
113307,Georgia,Webster County
113309,Georgia,Wheeler County
113311,Georgia,White County
113313,Georgia,Whitfield County
113315,Georgia,Wilcox County
113317,Georgia,Wilkes County
113319,Georgia,Wilkinson County
113321,Georgia,Worth County
115001,Hawaii,Hawaii County
115003,Hawaii,Honolulu County
115005,Hawaii,Kalawao County
115007,Hawaii,Kauai County
115009,Hawaii,Maui County
116001,Idaho,Ada County
116003,Idaho,Adams County
116005,Idaho,Bannock County
116007,Idaho,Bear Lake County
116009,Idaho,Benewah County
116011,Idaho,Bingham County
116013,Idaho,Blaine County
116015,Idaho,Boise County
116017,Idaho,Bonner County
116019,Idaho,Bonneville County
116021,Idaho,Boundary County
116023,Idaho,Butte County
116025,Idaho,Camas County
116027,Idaho,Canyon County
116029,Idaho,Caribou County
116031,Idaho,Cassia County
116033,Idaho,Clark County
116035,Idaho,Clearwater County
116037,Idaho,Custer County
116039,Idaho,Elmore County
116041,Idaho,Franklin County
116043,Idaho,Fremont County
116045,Idaho,Gem County
116047,Idaho,Gooding County
116049,Idaho,Idaho County
116051,Idaho,Jefferson County
116053,Idaho,Jerome County
116055,Idaho,Kootenai County
116057,Idaho,Latah County
116059,Idaho,Lemhi County
116061,Idaho,Lewis County
116063,Idaho,Lincoln County
116065,Idaho,Madison County
116067,Idaho,Minidoka County
116069,Idaho,Nez Perce County
116071,Idaho,Oneida County
116073,Idaho,Owyhee County
116075,Idaho,Payette County
116077,Idaho,Power County
116079,Idaho,Shoshone County
116081,Idaho,Teton County
116083,Idaho,Twin Falls County
116085,Idaho,Valley County
116087,Idaho,Washington County
117001,Illinois,Adams County
117003,Illinois,Alexander County
117005,Illinois,Bond County
117007,Illinois,Boone County
117009,Illinois,Brown County
117011,Illinois,Bureau County
117013,Illinois,Calhoun County
117015,Illinois,Carroll County
117017,Illinois,Cass County
117019,Illinois,Champaign County
117021,Illinois,Christian County
117023,Illinois,Clark County
117025,Illinois,Clay County
117027,Illinois,Clinton County
117029,Illinois,Coles County
117031,Illinois,Cook County
117033,Illinois,Crawford County
117035,Illinois,Cumberland County
117037,Illinois,DeKalb County
117039,Illinois,De Witt County
117041,Illinois,Douglas County
117043,Illinois,DuPage County
117045,Illinois,Edgar County
117047,Illinois,Edwards County
117049,Illinois,Effingham County
117051,Illinois,Fayette County
117053,Illinois,Ford County
117055,Illinois,Franklin County
117057,Illinois,Fulton County
117059,Illinois,Gallatin County
117061,Illinois,Greene County
117063,Illinois,Grundy County
117065,Illinois,Hamilton County
117067,Illinois,Hancock County
117069,Illinois,Hardin County
117071,Illinois,Henderson County
117073,Illinois,Henry County
117075,Illinois,Iroquois County
117077,Illinois,Jackson County
117079,Illinois,Jasper County
117081,Illinois,Jefferson County
117083,Illinois,Jersey County
117085,Illinois,Jo Daviess County
117087,Illinois,Johnson County
117089,Illinois,Kane County
117091,Illinois,Kankakee County
117093,Illinois,Kendall County
117095,Illinois,Knox County
117097,Illinois,Lake County
117099,Illinois,La Salle County
117101,Illinois,Lawrence County
117103,Illinois,Lee County
117105,Illinois,Livingston County
117107,Illinois,Logan County
117109,Illinois,McDonough County
117111,Illinois,McHenry County
117113,Illinois,McLean County
117115,Illinois,Macon County
117117,Illinois,Macoupin County
117119,Illinois,Madison County
117121,Illinois,Marion County
117123,Illinois,Marshall County
117125,Illinois,Mason County
117127,Illinois,Massac County
117129,Illinois,Menard County
117131,Illinois,Mercer County
117133,Illinois,Monroe County
117135,Illinois,Montgomery County
117137,Illinois,Morgan County
117139,Illinois,Moultrie County
117141,Illinois,Ogle County
117143,Illinois,Peoria County
117145,Illinois,Perry County
117147,Illinois,Piatt County
117149,Illinois,Pike County
117151,Illinois,Pope County
117153,Illinois,Pulaski County
117155,Illinois,Putnam County
117157,Illinois,Randolph County
117159,Illinois,Richland County
117161,Illinois,Rock Island County
117163,Illinois,St. Clair County
117165,Illinois,Saline County
117167,Illinois,Sangamon County
117169,Illinois,Schuyler County
117171,Illinois,Scott County
117173,Illinois,Shelby County
117175,Illinois,Stark County
117177,Illinois,Stephenson County
117179,Illinois,Tazewell County
117181,Illinois,Union County
117183,Illinois,Vermilion County
117185,Illinois,Wabash County
117187,Illinois,Warren County
117189,Illinois,Washington County
117191,Illinois,Wayne County
117193,Illinois,White County
117195,Illinois,Whiteside County
117197,Illinois,Will County
117199,Illinois,Williamson County
117201,Illinois,Winnebago County
117203,Illinois,Woodford County
118001,Indiana,Adams County
118003,Indiana,Allen County
118005,Indiana,Bartholomew County
118007,Indiana,Benton County
118009,Indiana,Blackford County
118011,Indiana,Boone County
118013,Indiana,Brown County
118015,Indiana,Carroll County
118017,Indiana,Cass County
118019,Indiana,Clark County
118021,Indiana,Clay County
118023,Indiana,Clinton County
118025,Indiana,Crawford County
118027,Indiana,Daviess County
118029,Indiana,Dearborn County
118031,Indiana,Decatur County
118033,Indiana,De Kalb County
118035,Indiana,Delaware County
118037,Indiana,Dubois County
118039,Indiana,Elkhart County
118041,Indiana,Fayette County
118043,Indiana,Floyd County
118045,Indiana,Fountain County
118047,Indiana,Franklin County
118049,Indiana,Fulton County
118051,Indiana,Gibson County
118053,Indiana,Grant County
118055,Indiana,Greene County
118057,Indiana,Hamilton County
118059,Indiana,Hancock County
118061,Indiana,Harrison County
118063,Indiana,Hendricks County
118065,Indiana,Henry County
118067,Indiana,Howard County
118069,Indiana,Huntington County
118071,Indiana,Jackson County
118073,Indiana,Jasper County
118075,Indiana,Jay County
118077,Indiana,Jefferson County
118079,Indiana,Jennings County
118081,Indiana,Johnson County
118083,Indiana,Knox County
118085,Indiana,Kosciusko County
118087,Indiana,Lagrange County
118089,Indiana,Lake County
118091,Indiana,La Porte County
118093,Indiana,Lawrence County
118095,Indiana,Madison County
118097,Indiana,Marion County
118099,Indiana,Marshall County
118101,Indiana,Martin County
118103,Indiana,Miami County
118105,Indiana,Monroe County
118107,Indiana,Montgomery County
118109,Indiana,Morgan County
118111,Indiana,Newton County
118113,Indiana,Noble County
118115,Indiana,Ohio County
118117,Indiana,Orange County
118119,Indiana,Owen County
118121,Indiana,Parke County
118123,Indiana,Perry County
118125,Indiana,Pike County
118127,Indiana,Porter County
118129,Indiana,Posey County
118131,Indiana,Pulaski County
118133,Indiana,Putnam County
118135,Indiana,Randolph County
118137,Indiana,Ripley County
118139,Indiana,Rush County
118141,Indiana,St. Joseph County
118143,Indiana,Scott County
118145,Indiana,Shelby County
118147,Indiana,Spencer County
118149,Indiana,Starke County
118151,Indiana,Steuben County
118153,Indiana,Sullivan County
118155,Indiana,Switzerland County
118157,Indiana,Tippecanoe County
118159,Indiana,Tipton County
118161,Indiana,Union County
118163,Indiana,Vanderburgh County
118165,Indiana,Vermillion County
118167,Indiana,Vigo County
118169,Indiana,Wabash County
118171,Indiana,Warren County
118173,Indiana,Warrick County
118175,Indiana,Washington County
118177,Indiana,Wayne County
118179,Indiana,Wells County
118181,Indiana,White County
118183,Indiana,Whitley County
119001,Iowa,Adair County
119003,Iowa,Adams County
119005,Iowa,Allamakee County
119007,Iowa,Appanoose County
119009,Iowa,Audubon County
119011,Iowa,Benton County
119013,Iowa,Black Hawk County
119015,Iowa,Boone County
119017,Iowa,Bremer County
119019,Iowa,Buchanan County
119021,Iowa,Buena Vista County
119023,Iowa,Butler County
119025,Iowa,Calhoun County
119027,Iowa,Carroll County
119029,Iowa,Cass County
119031,Iowa,Cedar County
119033,Iowa,Cerro Gordo County
119035,Iowa,Cherokee County
119037,Iowa,Chickasaw County
119039,Iowa,Clarke County
119041,Iowa,Clay County
119043,Iowa,Clayton County
119045,Iowa,Clinton County
119047,Iowa,Crawford County
119049,Iowa,Dallas County
119051,Iowa,Davis County
119053,Iowa,Decatur County
119055,Iowa,Delaware County
119057,Iowa,Des Moines County
119059,Iowa,Dickinson County
119061,Iowa,Dubuque County
119063,Iowa,Emmet County
119065,Iowa,Fayette County
119067,Iowa,Floyd County
119069,Iowa,Franklin County
119071,Iowa,Fremont County
119073,Iowa,Greene County
119075,Iowa,Grundy County
119077,Iowa,Guthrie County
119079,Iowa,Hamilton County
119081,Iowa,Hancock County
119083,Iowa,Hardin County
119085,Iowa,Harrison County
119087,Iowa,Henry County
119089,Iowa,Howard County
119091,Iowa,Humboldt County
119093,Iowa,Ida County
119095,Iowa,Iowa County
119097,Iowa,Jackson County
119099,Iowa,Jasper County
119101,Iowa,Jefferson County
119103,Iowa,Johnson County
119105,Iowa,Jones County
119107,Iowa,Keokuk County
119109,Iowa,Kossuth County
119111,Iowa,Lee County
119113,Iowa,Linn County
119115,Iowa,Louisa County
119117,Iowa,Lucas County
119119,Iowa,Lyon County
119121,Iowa,Madison County
119123,Iowa,Mahaska County
119125,Iowa,Marion County
119127,Iowa,Marshall County
119129,Iowa,Mills County
119131,Iowa,Mitchell County
119133,Iowa,Monona County
119135,Iowa,Monroe County
119137,Iowa,Montgomery County
119139,Iowa,Muscatine County
119141,Iowa,O
119143,Iowa,Osceola County
119145,Iowa,Page County
119147,Iowa,Palo Alto County
119149,Iowa,Plymouth County
119151,Iowa,Pocahontas County
119153,Iowa,Polk County
119155,Iowa,Pottawattamie County
119157,Iowa,Poweshiek County
119159,Iowa,Ringgold County
119161,Iowa,Sac County
119163,Iowa,Scott County
119165,Iowa,Shelby County
119167,Iowa,Sioux County
119169,Iowa,Story County
119171,Iowa,Tama County
119173,Iowa,Taylor County
119175,Iowa,Union County
119177,Iowa,Van Buren County
119179,Iowa,Wapello County
119181,Iowa,Warren County
119183,Iowa,Washington County
119185,Iowa,Wayne County
119187,Iowa,Webster County
119189,Iowa,Winnebago County
119191,Iowa,Winneshiek County
119193,Iowa,Woodbury County
119195,Iowa,Worth County
119197,Iowa,Wright County
120001,Kansas,Allen County
120003,Kansas,Anderson County
120005,Kansas,Atchison County
120007,Kansas,Barber County
120009,Kansas,Barton County
120011,Kansas,Bourbon County
120013,Kansas,Brown County
120015,Kansas,Butler County
120017,Kansas,Chase County
120019,Kansas,Chautauqua County
120021,Kansas,Cherokee County
120023,Kansas,Cheyenne County
120025,Kansas,Clark County
120027,Kansas,Clay County
120029,Kansas,Cloud County
120031,Kansas,Coffey County
120033,Kansas,Comanche County
120035,Kansas,Cowley County
120037,Kansas,Crawford County
120039,Kansas,Decatur County
120041,Kansas,Dickinson County
120043,Kansas,Doniphan County
120045,Kansas,Douglas County
120047,Kansas,Edwards County
120049,Kansas,Elk County
120051,Kansas,Ellis County
120053,Kansas,Ellsworth County
120055,Kansas,Finney County
120057,Kansas,Ford County
120059,Kansas,Franklin County
120061,Kansas,Geary County
120063,Kansas,Gove County
120065,Kansas,Graham County
120067,Kansas,Grant County
120069,Kansas,Gray County
120071,Kansas,Greeley County
120073,Kansas,Greenwood County
120075,Kansas,Hamilton County
120077,Kansas,Harper County
120079,Kansas,Harvey County
120081,Kansas,Haskell County
120083,Kansas,Hodgeman County
120085,Kansas,Jackson County
120087,Kansas,Jefferson County
120089,Kansas,Jewell County
120091,Kansas,Johnson County
120093,Kansas,Kearny County
120095,Kansas,Kingman County
120097,Kansas,Kiowa County
120099,Kansas,Labette County
120101,Kansas,Lane County
120103,Kansas,Leavenworth County
120105,Kansas,Lincoln County
120107,Kansas,Linn County
120109,Kansas,Logan County
120111,Kansas,Lyon County
120113,Kansas,McPherson County
120115,Kansas,Marion County
120117,Kansas,Marshall County
120119,Kansas,Meade County
120121,Kansas,Miami County
120123,Kansas,Mitchell County
120125,Kansas,Montgomery County
120127,Kansas,Morris County
120129,Kansas,Morton County
120131,Kansas,Nemaha County
120133,Kansas,Neosho County
120135,Kansas,Ness County
120137,Kansas,Norton County
120139,Kansas,Osage County
120141,Kansas,Osborne County
120143,Kansas,Ottawa County
120145,Kansas,Pawnee County
120147,Kansas,Phillips County
120149,Kansas,Pottawatomie County
120151,Kansas,Pratt County
120153,Kansas,Rawlins County
120155,Kansas,Reno County
120157,Kansas,Republic County
120159,Kansas,Rice County
120161,Kansas,Riley County
120163,Kansas,Rooks County
120165,Kansas,Rush County
120167,Kansas,Russell County
120169,Kansas,Saline County
120171,Kansas,Scott County
120173,Kansas,Sedgwick County
120175,Kansas,Seward County
120177,Kansas,Shawnee County
120179,Kansas,Sheridan County
120181,Kansas,Sherman County
120183,Kansas,Smith County
120185,Kansas,Stafford County
120187,Kansas,Stanton County
120189,Kansas,Stevens County
120191,Kansas,Sumner County
120193,Kansas,Thomas County
120195,Kansas,Trego County
120197,Kansas,Wabaunsee County
120199,Kansas,Wallace County
120201,Kansas,Washington County
120203,Kansas,Wichita County
120205,Kansas,Wilson County
120207,Kansas,Woodson County
120209,Kansas,Wyandotte County
121001,Kentucky,Adair County
121003,Kentucky,Allen County
121005,Kentucky,Anderson County
121007,Kentucky,Ballard County
121009,Kentucky,Barren County
